Site,Species,Plot,Tag_ID,Population,GreenhouseID,Clone,Endo,Position,ini_Tiller
SON,AGHY,1,D_SA1_11,LPEF,242-7-6V,AJ,0,11,31
SON,AGHY,1,D_SA1_12,COHR,35-1-14,AB,1,12,13
SON,AGHY,1,D_SA1_13,COHR,35-1-33,NA,1,13,14
SON,AGHY,1,D_SA1_14,SJC,134-6-31,NA,1,14,4
SON,AGHY,1,D_SA1_15,SJC,134-6-31,NA,1,15,6
SON,AGHY,2,D_SA2_1,LPEF,242-2-32,NA,0,1,16
SON,AGHY,2,D_SA2_2,LPEF,242-7-6V,BL,0,2,20
SON,AGHY,2,D_SA2_3,COHR,35-1-30,AB,1,3,11
SON,AGHY,2,D_SA2_4,SJC,134-6-25,NA,1,4,13
SON,AGHY,2,D_SA2_5,COHR,215-2,AZ,0,5,10
SON,AGHY,2,D_SA2_6,LPEF,242-7-6V,BE,0,6,16
SON,AGHY,2,D_SA2_7,COHR,215-1-15,BK,0,7,11
SON,AGHY,2,D_SA2_8,SJC,211-10-98,NA,0,8,10
SON,AGHY,2,D_SA2_9,SJC,211-10-48,NA,0,9,19
SON,AGHY,2,731,COHR,215-1-15,BM,0,10,10
SON,AGHY,2,D_SA2_11,COHR,215-3-45,AC,0,11,20
SON,AGHY,2,D_SA2_12,LPEF,GH-35-3,BV,1,12,9
SON,AGHY,2,D_SA2_13,LPEF,242-7-6U,AB,0,13,7
SON,AGHY,2,D_SA2_14,SJC,211-10-78,AB,0,14,13
SON,AGHY,2,D_SA2_15,SJC,211-10-78,AA,0,15,17
SON,AGHY,3,D_SA3_1,COHR,215-1-15,BM2,0,1,18
SON,AGHY,3,D_SA3_2,LPEF,242-7-6U,AD,0,2,24
SON,AGHY,3,D_SA3_3,SJC,211-10-188,AC,0,3,3
SON,AGHY,3,D_SA3_4,COHR,215-1-15,BE,0,4,13
SON,AGHY,3,D_SA3_5,LPEF,242-7-6U,AF,0,5,11
SON,AGHY,3,D_SA3_6,LPEF,242-7-6V,BC,0,6,57
SON,AGHY,3,D_SA3_7,COHR,215-1-15,BF,0,7,9
SON,AGHY,3,D_SA3_8,COHR,215-2,BA,0,8,11
SON,AGHY,3,D_SA3_9,LPEF,GH-35-3,BV,1,9,19
SON,AGHY,3,D_SA3_10,COHR,35-6-19,AJ,1,10,15
SON,AGHY,3,D_SA3_11,SJC,211-10-3,AA,0,11,9
SON,AGHY,3,D_SA3_12,LPEF,242-7-6V,BD,0,12,49
SON,AGHY,3,D_SA3_13,SJC,211-10-3,AB,0,13,5
SON,AGHY,3,D_SA3_14,SJC,134-6-38,NA,1,14,8
SON,AGHY,3,D_SA3_15,SJC,242-2-25,AC,0,15,3
SON,AGHY,4,D_SA4_1,SJC,211-10-3,AC,0,1,4
SON,AGHY,4,D_SA4_2,LPEF,242-7-6V,AZ,0,2,9
SON,AGHY,4,D_SA4_3,LPEF,GH-35-8,AO,1,3,19
SON,AGHY,4,D_SA4_4,SJC,134-6-37,NA,1,4,11
SON,AGHY,4,D_SA4_5,COHR,215-1-15,BL2,0,5,19
SON,AGHY,4,D_SA4_6,SJC,211-10-52,NA,0,6,6
SON,AGHY,4,D_SA4_7,COHR,35-1-40,AB,1,7,15
SON,AGHY,4,D_SA4_8,COHR,35-1-27,AC,1,8,10
SON,AGHY,4,D_SA4_9,LPEF,GH-35-3,BS,1,9,5
SON,AGHY,4,D_SA4_10,SJC,210-10-57,AA,0,10,6
SON,AGHY,4,D_SA4_11,COHR,215-1-15,BO,0,11,12
SON,AGHY,4,D_SA4_12,LPEF,242-7-6V,AX,0,12,11
SON,AGHY,4,D_SA4_13,COHR,215-2,BC,0,13,12
SON,AGHY,4,D_SA4_14,LPEF,242-7-6V,AY,0,14,7
SON,AGHY,4,D_SA4_15,SJC,134-6-45,NA,1,15,10
SON,AGHY,5,D_SA5_1,COHR,26-8-1,AD,1,1,12
SON,AGHY,5,D_SA5_2,LPEF,GH-35-3,BZ,1,2,4
SON,AGHY,5,D_SA5_3,SJC,211-10-57,AR,0,3,4
SON,AGHY,5,D_SA5_4,COHR,35-6-19,AV,1,4,3
SON,AGHY,5,D_SA5_5,COHR,26-8-1,AD2,1,5,8
SON,AGHY,5,D_SA5_6,COHR,215-3-45,AI,0,6,17
SON,AGHY,5,D_SA5_7,COHR,35-6-19,AV2,1,7,5
SON,AGHY,5,D_SA5_8,SJC,242-2-25,NA,0,8,4
SON,AGHY,5,D_SA5_9,COHR,35-6-16,AC,1,9,8
SON,AGHY,5,D_SA5_10,COHR,215-1-15,BV,0,10,16
SON,AGHY,5,D_SA5_11,LPEF,GH-35-8,AB,1,11,13
SON,AGHY,5,D_SA5_12,LPEF,GH-35-1,BA,1,12,5
SON,AGHY,5,D_SA5_13,LPEF,242-7-6V,AQ,0,13,18
SON,AGHY,5,D_SA5_14,COHR,35-6-15,NA,1,14,14
SON,AGHY,5,D_SA5_15,LPEF,242-7-6V,AP,0,15,26
SON,AGHY,6,D_SA6_1,COHR,26-8-1,AC,1,1,16
SON,AGHY,6,D_SA6_2,LPEF,GH-35-1,AL,1,2,5
SON,AGHY,6,D_SA6_3,SJC,211-10-44,NA,0,3,7
SON,AGHY,6,D_SA6_4,LPEF,GH-35-8,AV,1,4,11
SON,AGHY,6,D_SA6_5,LPEF,GH-35-1,AC2,1,5,7
SON,AGHY,6,D_SA6_6,LPEF,GH-35-3,BX,1,6,1
SON,AGHY,6,D_SA6_7,COHR,35-6-19,AC,1,7,8
SON,AGHY,6,D_SA6_8,SJC,134-6-36,NA,1,8,15
SON,AGHY,6,D_SA6_9,COHR,215-1-15,BP,0,9,5
SON,AGHY,6,D_SA6_10,COHR,26-8-6,AA,1,10,10
SON,AGHY,6,D_SA6_11,LPEF,GH-35-8,AV2,1,11,3
SON,AGHY,6,D_SA6_12,LPEF,GH-35-6,AN,1,12,7
SON,AGHY,6,D_SA6_13,COHR,26-8-6,AA2,1,13,11
SON,AGHY,6,D_SA6_14,LPEF,242-7-6V,AS,0,14,29
SON,AGHY,6,D_SA6_15,COHR,35-6-19,AL,1,15,13
SON,AGHY,7,D_SA7_1,SJC,211-10-3,NA,0,1,7
SON,AGHY,7,D_SA7_2,LPEF,GH-35-1,AS,1,2,12
SON,AGHY,7,D_SA7_3,LPEF,GH-35-3,CA,1,3,6
SON,AGHY,7,D_SA7_4,COHR,35-6-16,AB,1,4,10
SON,AGHY,7,D_SA7_5,COHR,35-6-19,AK,1,5,8
SON,AGHY,7,D_SA7_6,SJC,134-6-44,NA,1,6,12
SON,AGHY,7,D_SA7_7,LPEF,242-7-6U,AE,0,7,14
SON,AGHY,7,D_SA7_8,COHR,215-1-15,BX,0,8,13
SON,AGHY,7,D_SA7_9,LPEF,GH-35-1,AS2,1,9,7
SON,AGHY,7,D_SA7_10,COHR,215-2,AQ,0,10,9
SON,AGHY,7,D_SA7_11,COHR,35-6-19,AF,1,11,12
SON,AGHY,7,D_SA7_12,LPEF,GH-35-8,AL,1,12,13
SON,AGHY,7,D_SA7_13,SJC,211-10-44,AB,0,13,5
SON,AGHY,7,D_SA7_14,SJC,134-6-30,NA,1,14,11
SON,AGHY,7,D_SA7_15,LPEF,242-7-6V,AW,0,15,36
SON,AGHY,8,D_SA8_1,COHR,215-2,AV,0,1,6
SON,AGHY,8,D_SA8_2,COHR,215-1-15,BT,0,2,17
SON,AGHY,8,D_SA8_3,LPEF,GH-35-8,AA,1,3,9
SON,AGHY,8,D_SA8_4,COHR,215-1-15,BQ,0,4,12
SON,AGHY,8,D_SA8_5,SJC,211-10-46,NA,0,5,14
SON,AGHY,8,D_SA8_6,COHR,35-6-21,AF,1,6,11
SON,AGHY,8,D_SA8_7,LPEF,242-7-6V,CO,0,7,1
SON,AGHY,8,D_SA8_8,SJC,211-10-57,NA,0,8,7
SON,AGHY,8,D_SA8_9,SJC,211-10-46,AA,0,9,11
SON,AGHY,8,D_SA8_10,LPEF,GH-35-8,AT2,1,10,9
SON,AGHY,8,D_SA8_11,LPEF,GH-35-8,AT,1,11,15
SON,AGHY,8,D_SA8_12,LPEF,GH-35-3,BN,1,12,7
SON,AGHY,8,D_SA8_13,LPEF,242-7-6U,AM,0,13,8
SON,AGHY,8,D_SA8_14,COHR,35-6-19,AE,1,14,11
SON,AGHY,8,D_SA8_15,LPEF,242-7-6U,AL,0,15,16
SON,ELVI,1,D_SE1_1,PALM,79,AE,0,1,1
SON,ELVI,1,D_SE1_2,JLP,110-5A-3L,NA,0,2,4
SON,ELVI,1,D_SE1_3,PALM,121H,NA,0,3,4
SON,ELVI,1,D_SE1_4,PALM,110-5A-8,AD,1,4,3
SON,ELVI,1,D_SE1_5,PALM,101,AO,1,5,7
SON,ELVI,1,D_SE1_6,PALM,102-B,AD,0,6,8
SON,ELVI,1,D_SE1_7,RL5,C48,NA,0,7,11
SON,ELVI,1,D_SE1_8,RL5,C28,NA,1,8,18
SON,ELVI,1,D_SE1_9,PALM,B52,NA,0,9,2
SON,ELVI,1,D_SE1_10,JLP,110-2A-21,AH,1,10,1
SON,ELVI,1,D_SE1_11,JLP,110-5A-1T,NA,0,11,7
SON,ELVI,1,D_SE1_12,SHS,106-36A-33A,AG,1,12,3
SON,ELVI,1,D_SE1_13,PALM,225,AC,1,13,3
SON,ELVI,1,D_SE1_14,HUNT,F7,NA,0,14,7
SON,ELVI,1,D_SE1_15,JLP,110-5A-1S,NA,0,15,4
SON,ELVI,2,D_SE2_1,JLP,110-5A-1R,NA,0,1,5
SON,ELVI,2,D_SE2_2,PALM,121D,NA,0,2,2
SON,ELVI,2,D_SE2_3,PALM,122B,NA,0,3,3
SON,ELVI,2,D_SE2_4,PALM,B56,NA,0,4,6
SON,ELVI,2,D_SE2_5,PALM,A21,NA,1,5,5
SON,ELVI,2,D_SE2_6,JLP,110-5A-1Z,NA,0,6,4
SON,ELVI,2,D_SE2_7,RL5,C46,NA,0,7,8
SON,ELVI,2,D_SE2_8,PALM,122A,NA,0,8,4
SON,ELVI,2,D_SE2_9,HUNT,E22,NA,1,9,7
SON,ELVI,2,D_SE2_10,RL5,C49,NA,1,10,10
SON,ELVI,2,D_SE2_11,PALM,110-5A-8,AL,1,11,4
SON,ELVI,2,D_SE2_12,SHS,106-150A-4B-1A,NA,0,12,9
SON,ELVI,2,D_SE2_13,JLP,109-19A-25,AK,1,13,5
SON,ELVI,2,D_SE2_14,PALM,B3,NA,1,14,9
SON,ELVI,2,D_SE2_15,PALM,121X,NA,0,15,5
SON,ELVI,3,D_SE3_1,SHS,106-36A-33A,AN,1,1,9
SON,ELVI,3,D_SE3_2,RL5,D35,NA,1,2,9
SON,ELVI,3,D_SE3_3,PALM,239,AC,1,3,5
SON,ELVI,3,D_SE3_4,JLP,110-2A-22,AD,1,4,4
SON,ELVI,3,D_SE3_5,JLP,110-2a-13-c,AM,1,5,6
SON,ELVI,3,D_SE3_6,JLP,110-5A-1X,NA,0,6,6
SON,ELVI,3,D_SE3_7,PALM,101,AK,1,7,5
SON,ELVI,3,D_SE3_8,PALM,226,AF,1,8,4
SON,ELVI,3,D_SE3_9,PALM,218D,AC,1,9,12
SON,ELVI,3,D_SE3_10,PALM,218B,AB,1,10,1
SON,ELVI,3,D_SE3_11,RL5,C55,NA,0,11,9
SON,ELVI,3,D_SE3_12,PALM,228C,AF,1,12,5
SON,ELVI,3,D_SE3_13,JLP,110-44L-10,AG,1,13,4
SON,ELVI,3,D_SE3_14,JLP,109-19A-25,AL,1,14,10
SON,ELVI,3,D_SE3_15,PALM,B54,NA,0,15,5
SON,ELVI,4,D_SE4_1,JLP,110-5A-1V,NA,0,1,5
SON,ELVI,4,D_SE4_2,RL5,C62,NA,1,2,15
SON,ELVI,4,D_SE4_3,PALM,220D,AO,1,3,7
SON,ELVI,4,D_SE4_4,PALM,B51,NA,0,4,13
SON,ELVI,4,D_SE4_5,PALM,102-B,AC,0,5,8
SON,ELVI,4,D_SE4_6,PALM,226,AD,1,6,2
SON,ELVI,4,D_SE4_7,JLP,110-2a-13-c,AU,1,7,8
SON,ELVI,4,D_SE4_8,PALM,A16,NA,1,8,10
SON,ELVI,4,D_SE4_9,PALM,101,AQ,1,9,9
SON,ELVI,4,D_SE4_10,PALM,225,AE,1,10,2
SON,ELVI,4,D_SE4_11,RL5,C51,NA,0,11,8
SON,ELVI,4,D_SE4_12,SHS,106-36-33A,AA,1,12,3
SON,ELVI,4,D_SE4_13,PALM,79,AD,0,13,5
SON,ELVI,4,D_SE4_14,JLP,110-2A-21,AL,1,14,5
SON,ELVI,4,D_SE4_15,PALM,121P,NA,0,15,5
SON,ELVI,5,D_SE5_1,PALM,222-A,AC,1,1,1
SON,ELVI,5,D_SE5_2,PALM,101,AA,1,2,5
SON,ELVI,5,D_SE5_3,PALM,A28,AA,0,3,7
SON,ELVI,5,D_SE5_4,PALM,218B,AS,1,4,1
SON,ELVI,5,2097,SHS,106-36A-33A,AB,1,5,4
SON,ELVI,5,D_SE5_6,JLP,110-2A-21,AF,1,6,4
SON,ELVI,5,D_SE5_7,PALM,110-5A-8,AK,1,7,1
SON,ELVI,5,D_SE5_8,JLP,110-5A-1W,NA,0,8,3
SON,ELVI,5,D_SE5_9,PALM,220D,AB,1,9,10
SON,ELVI,5,D_SE5_10,PALM,110-5A-8,AB,1,10,3
SON,ELVI,5,D_SE5_11,JLP,110-2A-21,AG,1,11,4
SON,ELVI,5,D_SE5_12,JLP,110-2A-13D,AI,1,12,2
SON,ELVI,5,2098,PALM,79,AA,0,13,5
SON,ELVI,5,2099,RL5,C41,NA,1,14,7
SON,ELVI,5,D_SE5_15,PALM,238,AH,1,15,4
SON,ELVI,6,D_SE6_1,HUNT,F2,NA,0,1,5
SON,ELVI,6,D_SE6_2,PALM,A42,AA,0,2,7
SON,ELVI,6,D_SE6_3,JLP,109-19A-25,AR,1,3,12
SON,ELVI,6,D_SE6_4,SHS,106-36A-33A,AE,1,4,1
SON,ELVI,6,D_SE6_5,PALM,121C,NA,0,5,4
SON,ELVI,6,D_SE6_6,RL5,C47,NA,0,6,12
SON,ELVI,6,D_SE6_7,PALM,121Z,NA,0,7,5
SON,ELVI,6,D_SE6_8,PALM,B6,NA,0,8,8
SON,ELVI,6,D_SE6_9,PALM,218B,AT,1,9,2
SON,ELVI,6,D_SE6_10,PALM,B59,NA,0,10,8
SON,ELVI,6,D_SE6_11,PALM,79,AF,0,11,6
SON,ELVI,6,D_SE6_12,JLP,110-5A-1N,NA,0,12,9
SON,ELVI,6,D_SE6_13,JLP,110-5A-1Q,NA,0,13,5
SON,ELVI,6,D_SE6_14,JLP,110-5A-1P,NA,0,14,3
SON,ELVI,6,D_SE6_15,PALM,121W,NA,0,15,3
SON,ELVI,7,D_SE7_1,RL5,C38,NA,1,1,8
SON,ELVI,7,D_SE7_2,PALM,102-B,AE,0,2,4
SON,ELVI,7,D_SE7_3,PALM,220D,AP,1,3,15
SON,ELVI,7,D_SE7_4,PALM,121I,NA,0,4,2
SON,ELVI,7,D_SE7_5,PALM,79,AB,0,5,6
SON,ELVI,7,D_SE7_6,PALM,238,AE,1,6,4
SON,ELVI,7,D_SE7_7,RL5,C5,NA,0,7,13
SON,ELVI,7,D_SE7_8,PALM,101,AN,1,8,3
SON,ELVI,7,D_SE7_9,PALM,226,AC,1,9,4
SON,ELVI,7,D_SE7_10,JLP,110-2A-13D,AM,1,10,2
SON,ELVI,7,D_SE7_11,JLP,110-5A-1U,NA,0,11,6
SON,ELVI,7,D_SE7_12,PALM,225,AD,1,12,6
SON,ELVI,7,D_SE7_13,PALM,222-A,AD,1,13,1
SON,ELVI,7,D_SE7_14,HUNT,E31,NA,1,14,3
SON,ELVI,7,D_SE7_15,PALM,B70,NA,0,15,6
SON,ELVI,8,D_SE8_1,PALM,121V,NA,0,1,3
SON,ELVI,8,D_SE8_2,RL5,C45,NA,0,2,6
SON,ELVI,8,D_SE8_3,PALM,B29,NA,1,3,7
SON,ELVI,8,D_SE8_4,JLP,110-5A-1G,NA,0,4,1
SON,ELVI,8,D_SE8_5,PALM,121B,NA,0,5,2
SON,ELVI,8,D_SE8_6,PALM,121U,NA,0,6,2
SON,ELVI,8,D_SE8_7,PALM,121L,NA,0,7,2
SON,ELVI,8,D_SE8_8,RL5,D46,NA,1,8,4
SON,ELVI,8,D_SE8_9,JLP,110-5A-1J,NA,0,9,2
SON,ELVI,8,D_SE8_10,HUNT,F19,NA,0,10,4
SON,ELVI,8,D_SE8_11,PALM,B7,NA,0,11,12
SON,ELVI,8,D_SE8_12,JLP,110-2a-13-c,AH,1,12,4
SON,ELVI,8,D_SE8_13,PALM,121Y,NA,0,13,7
SON,ELVI,8,D_SE8_14,PALM,79,AC,0,14,4
SON,ELVI,8,D_SE8_15,JLP,110-5A-1M,NA,0,15,6
